Product ID,Title,Handle,Vendor,Product Type,Published,Created,Updated,Tags,Total Variants,Total Images,Price Range,In Stock
"=""7868022685786""",Soleil | Black,womens-soleil-knee-high-riding-boot-black,Thursday Boots - Women's,boots,5/21/2026,4/16/2026,8/8/2026,"4col:Soleil; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bfcm-restock; BIS; calf-widths; category:Women's Boots; color:Black; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-guide; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; group:Boots; heel:High (3-4""); honest-pricing; interactive-details; klaviyo:Women; live_product; material:Leather; mlp:womens-boots-hh; model:Soleil; no-cs-variants; pf-gender:Female; pf-status:active; pf-type:Boots; product-switcher; recommend:+0.5; redo:soleil; refund_fee: FREE; retail-sync; show-previews; show_recs; tall-details; thumbnails:womens-soleil; trove-exclude; w-beanie; width:Standard; width:Wide Calf; wl-test; womens-boots; YGroup_womens-soleil-boots; zipper:Zipper",30,11,$67300 - $67300,Yes
"=""7898478477402""",Plush Charm | Pizza Squirrel,womens-plush-charm-pizza-squirrel,Thursday Boots - Accessories,Keychains,5/6/2026,5/6/2026,8/8/2026,accessories; all:All; bags:Bag Charms & Hooks; BIS; color:Brown; credit_fee:500; exchange_fee:500; live_product; material:Leather; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; show_recs; thumb-groups:stacked-charm;plush-charm; thumbnail-previews; thumbnails:plush-charm; YGroup_plush-charm,1,4,$5800 - $5800,Yes
"=""7898474741850""",Plush Charm | Pizza Rat,womens-plush-charm-pizza-rat,Thursday Boots - Accessories,Keychains,5/6/2026,5/6/2026,8/8/2026,accessories; all:All; bags:Bag Charms & Hooks; BIS; color:Brown; credit_fee:500; exchange_fee:500; live_product; material:Leather; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; show_recs; thumb-groups:stacked-charm;plush-charm; thumbnail-previews; thumbnails:plush-charm; YGroup_plush-charm,1,4,$5800 - $5800,Yes
"=""7898469335130""",Stacked Charm | Tan Poodle,womens-stacked-charm-tan-poodle,Thursday Boots - Accessories,Keychains,5/6/2026,5/5/2026,8/8/2026,accessories; all:All; bags:Bag Charms & Hooks; BIS; color:Brown; credit_fee:500; exchange_fee:500; live_product; material:Leather; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; show_recs; thumb-groups:stacked-charm;plush-charm; thumbnail-previews; thumbnails:stacked-charm; YGroup_stacked-charm,1,2,$7200 - $7200,Yes
"=""7898465927258""",Stacked Charm | Pink Purse,womens-stacked-charm-pink-purse,Thursday Boots - Accessories,Keychains,5/6/2026,5/5/2026,8/8/2026,accessories; all:All; bags:Bag Charms & Hooks; BIS; color:Pink; credit_fee:500; exchange_fee:500; live_product; material:Leather; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; show_recs; thumb-groups:stacked-charm;plush-charm; thumbnail-previews; thumbnails:stacked-charm; YGroup_stacked-charm,1,2,$7200 - $7200,Yes
"=""7898462552154""",Stacked Charm | Black Purse,womens-stacked-charm-black-purse,Thursday Boots - Accessories,Keychains,5/6/2026,5/5/2026,8/8/2026,accessories; all:All; bags:Bag Charms & Hooks; BIS; color:Brown; credit_fee:500; exchange_fee:500; live_product; material:Leather; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; show_recs; thumb-groups:stacked-charm;plush-charm; thumbnail-previews; thumbnails:stacked-charm; YGroup_stacked-charm,1,2,$7200 - $7200,Yes
"=""7898436567130""",Stacked Charm | Beige Cat,womens-stacked-charm-beige-cat,Thursday Boots - Accessories,Keychains,5/6/2026,5/5/2026,8/8/2026,accessories; all:All; bags:Bag Charms & Hooks; BIS; color:Brown; credit_fee:500; exchange_fee:500; live_product; material:Leather; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; show_recs; thumb-groups:stacked-charm;plush-charm; thumbnail-previews; thumbnails:stacked-charm; YGroup_stacked-charm,1,2,$7200 - $7200,Yes
"=""7898413727834""",Stacked Charm | Beige Boxer,womens-stacked-charm-beige-boxer,Thursday Boots - Accessories,Keychains,5/6/2026,5/5/2026,8/8/2026,accessories; all:All; bags:Bag Charms & Hooks; BIS; color:Brown; credit_fee:500; exchange_fee:500; live_product; material:Leather; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; show_recs; thumb-groups:stacked-charm;plush-charm; thumbnail-previews; thumbnails:stacked-charm; YGroup_stacked-charm,1,2,$7200 - $7200,Yes
"=""7858471731290""",Vesper | Black,womens-vesper-knee-high-riding-boot-black,Thursday Boots - Women's,boots,4/30/2026,4/7/2026,8/8/2026,"4col:Vesper; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bfcm-restock; BIS; calf-widths; category:Women's Boots; color:Black; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-guide; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; group:Boots; heel:Low (1-2""); honest-pricing; interactive-details; klaviyo:Women; live_product; material:Leather; mlp:womens-boots-hh; model:Vesper; no-cs-variants; pf-gender:Female; pf-status:active; pf-type:Boots; product-switcher; recommend:+0.5; redo:crown; redo:vesper; refund_fee: FREE; retail-sync; show-previews; show_recs; tall-details; thumbnails:womens-vesper; w-beanie; width:Standard; width:Wide Calf; wl-test; womens-boots; YGroup_womens-vesper-boots; zipper:Zipper",30,10,$70100 - $70100,Yes
"=""7882502733914""",Men's Cotton Crew Sock | Striped (3-Pack),mens-cotton-crew-sock-striped-3-pack,Thursday Boots - Accessories,Socks,4/24/2026,4/24/2026,8/8/2026,aa_mens-socks-bfcm; accessories; accessory-full; all:All; BIS; bundle-item; category:Socks; color:White; credit_fee:500; exchange_fee:500; gender:Men's; group:Apparel; klaviyo:Men; live_product; model:Men's Cotton Crew Sock; pf-gender:Male; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; socks; thumb-groups:mens-cotton-crew-sock;mens-cotton-crew-sock-stripe;mens-cotton-crew-sock-bundles; thumbnails:mens-cotton-crew-sock-bundles; virtual-bundle; YGroup_mens-cotton-crew-sock; yotpo-reviews,1,1,$10100 - $10100,Yes
"=""7873832779866""",Penny Jane | Burgundy,womens-penny-jane-lug-sole-burgundy-leather,Thursday Boots - Women's Shoes,Shoes,4/22/2026,4/20/2026,8/8/2026,anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:W-Shoes; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; bis-sms; category:Women's Shoes; color:Burgundy; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; honest-pricing; interactive-details; keyword:penny loafer; klaviyo:Women; live_product; loop:Women's Penny Jane; material:Leather; mlp:womens-shoes; mobile-details; model:Penny Jane; no-cs-variants; param_selector; pf-gender:Female; recommend:+0; redo:penny jane; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Women's; thumbnails:womens-penny-jane; w-beanie; womens-flats; womens-shoes; womens-shoes:Penny Jane; YGroup_womens-penny-jane-shoes,15,9,$42900 - $42900,Yes
"=""7824265511002""",Era | Granite,mens-era-leather-sneaker-granite,Thursday Boots - Men's Sneakers,Sneakers,4/16/2026,3/17/2026,8/8/2026,anagram-enabled; as:leatherKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-ShadowGrey; bfcm-eligible; BIS; bis-sms; category:Sneakers; color:Grey; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fqv2:tts-up; free-gift; gender:Men's; highlight:Back In Stock; honest-pricing; interactive-details; klaviyo:Men; live_product; m-all:D-Featured-Sneakers; m-all:Sneakers3; material:Leather; mens-sneakers; mens-sneakers:Era; mlp:mens-sneakers; mobile-details; model:Era; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:era; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Men's; thumbnails:mens-era; YGroup_mens-era-sneaker,19,9,$40100 - $40100,Yes
"=""7824259350618""",Era | Forest,mens-era-leather-sneaker-forest,Thursday Boots - Men's Sneakers,Sneakers,4/16/2026,3/17/2026,8/8/2026,anagram-enabled; as:leatherKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-ShadowGrey; bfcm-eligible; BIS; bis-sms; category:Sneakers; color:White; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fqv2:tts-up; free-gift; gender:Men's; highlight:Back In Stock; honest-pricing; interactive-details; klaviyo:Men; live_product; m-all:D-Featured-Sneakers; m-all:Sneakers3; material:Leather; mens-sneakers; mens-sneakers:Era; mlp:mens-sneakers; mobile-details; model:Era; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:era; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Men's; thumbnails:mens-era; YGroup_mens-era-sneaker,19,9,$40100 - $40100,Yes
"=""7824210231386""",Era | Navy,mens-era-leather-sneaker-navy,Thursday Boots - Men's Sneakers,Sneakers,4/16/2026,3/17/2026,8/8/2026,anagram-enabled; as:leatherKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-ShadowGrey; bfcm-eligible; BIS; bis-sms; category:Sneakers; color:White; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fqv2:tts-up; free-gift; gender:Men's; highlight:Back In Stock; honest-pricing; interactive-details; klaviyo:Men; live_product; m-all:D-Featured-Sneakers; m-all:Sneakers3; material:Leather; mens-sneakers; mens-sneakers:Era; mlp:mens-sneakers; mobile-details; model:Era; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:era; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Men's; thumbnails:mens-era; YGroup_mens-era-sneaker,19,9,$40100 - $40100,Yes
"=""7858505154650""",Regent | Black & Silver,womens-regent-knee-high-riding-boot-black-silver,Thursday Boots - Women's,boots,4/15/2026,4/7/2026,8/8/2026,"4col:Regent; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bfcm-restock; BIS; category:Women's Boots; color:Black; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-guide; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; group:Boots; heel:Low (1-2""); honest-pricing; interactive-details; klaviyo:Women; live_product; material:Leather; mlp:womens-boots-hh; model:Regent; no-cs-variants; pf-gender:Female; pf-status:active; pf-type:Boots; product-switcher; recommend:+0.5; redo:regent; refund_fee: FREE; retail-sync; show-previews; show_recs; tall-details; thumbnails:womens-regent; w-beanie; width:Standard; wl-test; womens-boots; YGroup_womens-regent-boots; zipper:Zipper",15,10,$75800 - $75800,Yes
"=""7858487427162""",Regent | Black & Gold,womens-regent-knee-high-riding-boot-black-gold,Thursday Boots - Women's,boots,4/15/2026,4/7/2026,8/8/2026,"4col:Regent; all:All; anagram-enabled; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; bfcm-restock; BIS; category:Women's Boots; color:Black; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-guide; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; group:Boots; heel:Low (1-2""); honest-pricing; interactive-details; klaviyo:Women; live_product; material:Leather; mlp:womens-boots-hh; model:Regent; no-cs-variants; pf-gender:Female; pf-status:active; pf-type:Boots; product-switcher; recommend:+0.5; redo:regent; refund_fee: FREE; retail-sync; show-previews; show_recs; tall-details; thumbnails:womens-regent; w-beanie; width:Standard; wl-test; womens-boots; YGroup_womens-regent-boots; zipper:Zipper",15,10,$75800 - $75800,Yes
"=""7854320189530""",Women’s Ruffle Rib Quarter Sock | White 3-Pack,womens-ruffle-rib-quarter-sock-white-3-pack,Thursday Boots - Accessories,Socks,4/10/2026,4/4/2026,8/8/2026,accessory-full; BIS; bundle-item; category:Socks2; color:White; credit_fee:500; exchange_fee:500; FinalSale; gender:Women's; keyword:Black; klaviyo:Women; material:Cotton; model:Ruffle Rib Quarter Sock; newsocks:Bundles2; pf-gender:Female; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; socks; thumb-groups:womens-ruffle-rib-quarter-sock;womens-ruffle-rib-quarter-sock-bundles; thumbnails:womens-ruffle-rib-quarter-sock-bundles; virtual-bundle; YGroup_womens-ruffle-rib-quarter-sock-bundles,1,1,$10100 - $10100,No
"=""7854237679706""",Women’s Ruffle Rib Quarter Sock | Black 3-Pack,womens-ruffle-rib-quarter-sock-black-3-pack,Thursday Boots - Accessories,Socks,4/10/2026,4/4/2026,8/8/2026,accessory-full; BIS; bundle-item; category:Socks2; color:Black; credit_fee:500; exchange_fee:500; FinalSale; gender:Women's; keyword:Black; klaviyo:Women; material:Cotton; model:Ruffle Rib Quarter Sock; newsocks:Bundles2; pf-gender:Female; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; socks; thumb-groups:womens-ruffle-rib-quarter-sock;womens-ruffle-rib-quarter-sock-bundles; thumbnails:womens-ruffle-rib-quarter-sock-bundles; virtual-bundle; YGroup_womens-ruffle-rib-quarter-sock-bundles,1,1,$10100 - $10100,Yes
"=""7854169030746""",Women’s Ruffle Rib Quarter Sock | White,womens-ruffle-rib-quarter-sock-white,Thursday Boots - Accessories,Socks,4/10/2026,4/4/2026,8/8/2026,accessory-full; bf2020-100; BIS; category:Socks; color:White; credit_fee:500; discount:1000; exchange_fee:500; gender:Women's; group:Apparel; gwp-eligible; keyword:Black; klaviyo:Women; material:Cotton; model:Ruffle Rib Quarter Sock; newsocks:Ruffle Rib Quarter; pf-gender:Female; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; single-sock; socks; thumb-groups:womens-ruffle-rib-quarter-sock;womens-ruffle-rib-quarter-sock-bundles; thumbnails:womens-ruffle-rib-quarter-sock; YGroup_womens-ruffle-rib-quarter-sock,1,2,$4100 - $4100,No
"=""7854157561946""",Women’s Ruffle Rib Quarter Sock | Black,womens-ruffle-rib-quarter-sock-black,Thursday Boots - Accessories,Socks,4/10/2026,4/4/2026,8/8/2026,accessory-full; bf2020-100; BIS; category:Socks; color:Black; credit_fee:500; discount:1000; exchange_fee:500; gender:Women's; group:Apparel; gwp-eligible; keyword:Black; klaviyo:Women; material:Cotton; model:Ruffle Rib Quarter Sock; newsocks:Ruffle Rib Quarter; pf-gender:Female; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; single-sock; socks; thumb-groups:womens-ruffle-rib-quarter-sock;womens-ruffle-rib-quarter-sock-bundles; thumbnails:womens-ruffle-rib-quarter-sock; YGroup_womens-ruffle-rib-quarter-sock,1,2,$4100 - $4100,Yes
"=""7824110387290""",Heritage Captain StormKing® | Brownstone,mens-heritage-captain-stormking-lace-up-boot-brownstone,Thursday Boots - Men's,boots,4/8/2026,3/17/2026,8/8/2026,4col:Heritage Captain; add-aftersell; all:All; anagram-enabled; as:RuggedKit; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Arizona; bf21:OilTanned; bfcm-eligible; bfcm:Other; BIS; built-to-last; color:Brown; credit_fee:FREE; detail-callouts; exchange_fee:FREE; extended-sizes; fit:captain; fit_cat:half-down; fqv2:half-down; free-gift; heritage:Heritage Captain; honest-pricing; interactive-details; keyword:Captain (Men's); keyword:Natural; klaviyo:Men; live_product; loop:Men's Heritage Captain; material:Leather; mb_handcrafted; mbg:Captain; mens-boots; mens-captain; mlp:mens-boots-rr; mobile-details; model:Heritage Captain StormKing; new-arrivals:Heritage Captain; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:Heritage Captain; recommend:-0.5; redo:heritage captain; refund_fee: FREE; retail-sync; rugged:Heritage Captain; show-previews; show_recs; sole:Rubber; style:Cap Toe; style:Lace-Up; subgroup:Rugged Collection; thumb-groups:mens-heritage-captain;mens-heritage-captain-stormking; thumbnails:mens-heritage-captain-stormking; width:Standard; YCRF_sizing; YGroup_mens-heritage-captain-boot; yotpo-reviews,19,9,$67300 - $67300,Yes
"=""7824129720410""",Encore | White & Black,mens-encore-low-top-sneaker-white-black,Thursday Boots - Men's Sneakers,Sneakers,4/2/2026,3/17/2026,8/8/2026,anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; BIS; bis-sms; casual-shoes:Encore; color:White; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fqv2:tts-up; free-gift; gender:Men's; honest-pricing; interactive-details; klaviyo:Men; landing:Sneakers; live_product; loop:Men's Encore; low-top:Encore; material:Leather; mens-sneakers; mlp:mens-sneakers; model:Encore; new-arrivals:Sneakers; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; refund_fee: FREE; retail-sync; shoes:Encore; show-previews; show_recs; size_standard:US Men's; sneaker-b:Encore; sneaker:Encore; thumbnails:mens-encore; width:Standard; YGroup_mens-encore; yotpo-reviews,19,9,$40100 - $40100,Yes
"=""7848748941402""",Handbag Hook | Silver Heart,womens-handbag-hook-silver-heart,Thursday Boots - Accessories,Keychains,4/1/2026,3/30/2026,8/8/2026,accessories; all:All; bags:Bag Charms & Hooks; bags:Handbag Hook; BIS; color:Black; credit_fee:500; exchange_fee:500; live_product; material:Metal; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; show_recs; thumbnail-previews; thumbnails:womens-handbag-hook; YGroup_womens-handbag-hook,1,4,$2300 - $2300,Yes
"=""7848743436378""",Keeper Bag | Toscanello,womens-keeper-bag-toscanello-leather,Thursday Boots - Women's Bags,Bags,4/1/2026,3/30/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Keeper Bag; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Brown; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:New Arrival; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; material:Leather; model:Keeper Bag; pf-gender:Female; pf-type:Accessories; product-switcher; redo:keeper bag; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-keeper-bag; womens-bags; YGroup_womens-keeper-bag,1,10,$71000 - $71000,Yes
"=""7848729804890""",Keeper Bag | Tan,womens-keeper-bag-tan-leather,Thursday Boots - Women's Bags,Bags,4/1/2026,3/30/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Keeper Bag; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Tan; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:New Arrival; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; material:Leather; model:Keeper Bag; pf-gender:Female; pf-type:Accessories; product-switcher; redo:keeper bag; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-keeper-bag; womens-bags; YGroup_womens-keeper-bag,1,10,$71000 - $71000,Yes
"=""7848676917338""",Keeper Bag | Black,womens-keeper-bag-black-leather,Thursday Boots - Women's Bags,Bags,4/1/2026,3/30/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Keeper Bag; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Black; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:New Arrival; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; material:Leather; model:Keeper Bag; pf-gender:Female; pf-type:Accessories; product-switcher; redo:keeper bag; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-keeper-bag; womens-bags; YGroup_womens-keeper-bag,1,10,$71000 - $71000,Yes
"=""7749451415642""",Bucket Bag | Tan,womens-bucket-bag-tan,Thursday Boots - Women's Bags,Bags,4/1/2026,1/22/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Bucket Bag; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Tan; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; loop:Women's Bucket Bag; material:Leather; model:Bucket Bag; pf-gender:Female; pf-type:Accessories; product-switcher; redo:bucket bag; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-bucket-bag; w-all:Bags2; womens-bags; YGroup_womens-bucket-bag; yotpo-reviews,1,9,$48100 - $48100,Yes
"=""7749446205530""",Crossbody Bag | Saddle,womens-leather-crossbody-bag-saddle,Thursday Boots - Women's Bags,Bags,4/1/2026,1/22/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Crossbody Bag; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Tan; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; loop:Crossbody Bag; material:Leather; model:Crossbody Bag; pf-gender:Female; pf-type:Accessories; product-switcher; redo:crossbody bag; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-crossbody-bag; womens-bags; YGroup_womens-crossbody-bag; yotpo-reviews,1,7,$48100 - $48100,Yes
"=""7804033138778""",Court | Tobacco,mens-court-sneaker-tobacco-leather,Thursday Boots - Men's Sneakers,Sneakers,3/18/2026,3/3/2026,8/8/2026,anagram-enabled; as:EssentialLeatherKit; as:RuggedKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; BIS; bis-sms; casual-shoes:Court; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Men's; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Court; low-top:Court; material:Rugged; mens-sneakers; mlp:mens-sneakers; mobile-details; model:Court; new-arrivals:Sneakers; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:court; refund_fee: FREE; retail-sync; shoes:Court; show-previews; show_recs; size_standard:US Men's; sneaker:Court; thumbnails:mens-court; YGroup_mens-court; yotpo-reviews,19,10,$40100 - $40100,Yes
"=""7805006512218""",Tiny Dancer | Buff Patent,womens-tiny-dancer-ballet-flat-buff-patent-leather,Thursday Boots - Women's Shoes,Shoes,3/11/2026,3/3/2026,8/8/2026,anagram-enabled; bf21:Leather; bf21:W-Shoes; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; bis-sms; category:Women's Shoes; color:Tan; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Women's Tiny Dancer; material:Leather; mlp:womens-shoes; model:Tiny Dancer; no-cs-variants; param_selector; pf-gender:Female; recommend:+0; redo:tiny dancer; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Women's; thumb-groups:womens-tiny-dancer;womens-tiny-dancer-cap-toe; thumbnails:womens-tiny-dancer; womens-flats; womens-shoes; womens-shoes:Tiny Dancer; YGroup_womens-tiny-dancer-shoes; yotpo-reviews,15,9,$28100 - $28100,Yes
"=""7804060467290""",Tiny Dancer | Burgundy Patent,womens-tiny-dancer-ballet-flat-burgundy-patent-leather,Thursday Boots - Women's Shoes,Shoes,3/11/2026,3/3/2026,8/8/2026,anagram-enabled; bf21:Leather; bf21:W-Shoes; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; bis-sms; category:Women's Shoes; color:Burgundy; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Women's Tiny Dancer; material:Leather; mlp:womens-shoes; model:Tiny Dancer; no-cs-variants; param_selector; pf-gender:Female; recommend:+0; redo:tiny dancer; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Women's; thumb-groups:womens-tiny-dancer;womens-tiny-dancer-cap-toe; thumbnails:womens-tiny-dancer; w-all:D-Shoes; w-all:Shoes3; womens-flats; womens-shoes; womens-shoes:Tiny Dancer; YGroup_womens-tiny-dancer-shoes; yotpo-reviews,15,9,$28100 - $28100,Yes
"=""7804049162330""",Diplomat | Black,mens-diplomat-moc-toe-boot-black-leather,Thursday Boots - Men's,boots,3/11/2026,3/3/2026,8/8/2026,4col:Diplomat; add-aftersell; all:All; anagram-enabled; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Tobacco; bf21:OilTanned; bfcm-eligible; bfcm:Other; BIS; category:Men's Boots; color:Black; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Diplomat; material:Leather; mb_handcrafted; mbg:Diplomat; mens-boots; mlp:mens-boots-rr; moc toe search_term; model:Diplomat; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:Diplomat; recommend:-0.5; redo:diplomat; refund_fee: FREE; retail-sync; show-previews; show_recs; style:Lace-Up; style:Moc-Toe; style:Moccasin Toe; thumb-groups:mens-diplomat;mens-diplomat-lug-sole; thumbnails:mens-diplomat-lug-sole; width:Standard; YCRF_sizing; YGroup_mens-diplomat-rugged; yotpo-reviews,19,8,$57000 - $57000,Yes
